order,trial_index,time_elapsed,cwid,StartTime,EndTime,rt,word_pair,answer,SHに基づく得点,SH：補足,PickedSample,Classification_ksm,Classification_oka,ageement,CR_ksm,CR_oka,FinalRating,Note_ksm,Note_oka
1449,10,606958,2105031,44928.93295,44928.95828,74841,山 - 障害物,山は地上に存在する自然の物、障害物は邪魔をするもの,0,"AはB, CはD形式（共通点が述べられていない）",0,,0,,,,0,,
1450,11,670176,2105031,44928.93295,44928.95828,63207,輪っか - ネックレス,わっかはリング状のもの、ネックレスは首の装飾品,2,NA,0,,2,,,,2,,
1451,12,720701,2105031,44928.93295,44928.95828,49912,孤独 - 砂漠,孤独は一人、砂漠は究極の乾燥地帯,0,"AはB, CはD形式（共通点が述べられていない）",0,,0,,,,0,,
1452,13,801068,2105031,44928.93295,44928.95828,80359,なぞなぞ - 迷宮,なぞなぞはクイズ、迷宮は迷路のようなところ,0,"AはB, CはD形式（共通点が述べられていない）",0,,0,,,,0,,
1453,14,908034,2105031,44928.93295,44928.95828,106894,時間 - 川,時間は時刻の長さ、川は自然の水路,0,"AはB, CはD形式（共通点が述べられていない）",0,,0,,,,0,,
1454,15,1066225,2105031,44928.93295,44928.95828,158183,会社 - 木,会社は、営利目的の法人、木は植物,0,"AはB, CはD形式（共通点が述べられていない）",0,,0,,,,0,,
1455,16,1139514,2105031,44928.93295,44928.95828,73278,酒場 - 教会,酒場はお酒を提供する場所、教会は宗教上の祈りの場,0,"AはB, CはD形式（共通点が述べられていない）",0,,0,,,,0,,
1456,17,1226574,2105031,44928.93295,44928.95828,87053,理論 - 建物,事柄の法則的な説明が理論、家屋などの建築物が建物,0,"AはB, CはD形式（共通点が述べられていない）",0,,0,,,,0,,
1457,18,1276643,2105031,44928.93295,44928.95828,50057,ダイヤモンド - 雪片,ダイヤモンドは鉱物、雪片は雪のかけら,0,"AはB, CはD形式（共通点が述べられていない）",0,,0,,,,0,,
1458,19,1400068,2105031,44928.93295,44928.95828,123376,記憶 - 牢獄,記憶は物事を覚えていること、牢獄は罪人をとらえておくところ,0,"AはB, CはD形式（共通点が述べられていない）",0,,0,,,,0,,
1459,20,1514456,2105031,44928.93295,44928.95828,114380,鍵 - 答え,鍵とは錠を開ける道具、答えは答えること。返事,0,"AはB, CはD形式（共通点が述べられていない）",0,,0,,,,0,,
1460,21,1643783,2105031,44928.93295,44928.95828,129322,結婚 - 合金,結婚とは夫婦になること、婚姻。合金とは二種類以上の金属を融合させたもの,0,"AはB, CはD形式（共通点が述べられていない）",0,,0,,,,0,,
1461,22,1733083,2105031,44928.93295,44928.95828,89294,思考 - 網,思考とは考えること。網とは糸状のものを編んだもの,0,"AはB, CはD形式（共通点が述べられていない）",0,,0,,,,0,,
1462,23,2006479,2105031,44928.93295,44928.95828,273388,学位 - 橋,一定の学術を修める為の論文を提出したものに与えられる称号。橋とは川山などに交通路を通すための構築物,0,"AはB, CはD形式（共通点が述べられていない）",1,,0,,,,0,,
1463,24,2112938,2105031,44928.93295,44928.95828,106453,美術館 - 墓,美術品を中心とした博物館の一種。墓とは埋葬する場所,0,"AはB, CはD形式（共通点が述べられていない）",1,1,0,0,0,0,0,,"AはB, CはD形式（共通点が述べられていない）"
1464,25,2183601,2105031,44928.93295,44928.95828,70659,若者 - 鳥,若者は若い人。鳥は動物の鳥類,0,"AはB, CはD形式（共通点が述べられていない）",0,,0,,,,0,,
1465,2,129319,2360666,44928.93439,44928.96214,110133,鳥 - 飛行機,空を飛ぶことの共通点があり、横に翼が日本ある形が似ている。,2,より抽象的な内容についての言及がある,0,,2,,,,2,,
1466,3,206958,2360666,44928.93439,44928.96214,77634,剣 - 拳銃,戦いの時に武器として使うこと。,2,NA,1,2,2,1,,,2,,NA
1467,4,234818,2360666,44928.93439,44928.96214,27854,みかん - ボール,丸い形,1,NA,0,,1,,,,1,,
1468,5,303711,2360666,44928.93439,44928.96214,68887,太陽 - 電球,暗いところを明るくできること,1,NA,0,,1,,,,1,,
1469,6,415762,2360666,44928.93439,44928.96214,112044,紙 - 葉っぱ,厚さが薄く、連絡手段として使われたことがある,1,連絡手段はKHにない,0,,1,,,,1,,
1470,7,467984,2360666,44928.93439,44928.96214,52217,山頂 - 針,先に行けば行くほど尖っている,2,NA,0,,2,,,,2,,
1471,8,590117,2360666,44928.93439,44928.96214,122128,道 - 川,大小あっても、どこまでも続いている,1,NA,0,,1,,,,1,,
1472,9,843558,2360666,44928.93439,44928.96214,253435,愛 - 薬物,快楽を求めている感覚,1,NA,0,,1,,,,1,,
1473,10,863639,2360666,44928.93439,44928.96214,20076,山 - 障害物,険しい道のり,1,苦労する,0,,1,,,,1,,
1474,11,928467,2360666,44928.93439,44928.96214,64820,輪っか - ネックレス,線と線が繋がっている,1,つながっていると同義,1,2,1,0,1,1,1,,つながっていると同義
1475,12,1047213,2360666,44928.93439,44928.96214,118740,孤独 - 砂漠,周囲に誰もいない何もなく寂しい感覚,2,誰もいない,0,,2,,,,2,,
1476,13,1063366,2360666,44928.93439,44928.96214,16147,なぞなぞ - 迷宮,推理,0,文章が完全でない,0,,0,,,,0,,
1477,14,1148537,2360666,44928.93439,44928.96214,85167,時間 - 川,流れ。時の流れ、川の流れ,2,流れると同義か,0,,2,,,,2,,
1478,15,1288481,2360666,44928.93439,44928.96214,139938,会社 - 木,会社や社長が幹の部分、枝が社員,0,"AはB, CはD形式（共通点が述べられていない）",0,,0,,,,0,,
1479,16,1357443,2360666,44928.93439,44928.96214,68957,酒場 - 教会,色々な人を受け入れてくれる場所,2,SHにないが全体的な共通点,0,,2,,,,2,,
1480,17,1486774,2360666,44928.93439,44928.96214,129327,理論 - 建物,答えを導くための構造,2,NA,0,,2,,,,2,,
1481,18,1516884,2360666,44928.93439,44928.96214,30104,ダイヤモンド - 雪片,キラキラしてる結晶,2,NA,0,,2,,,,2,,
1482,19,1796144,2360666,44928.93439,44928.96214,279242,記憶 - 牢獄,嫌なこと。過去に起きたこと,1,NA,0,,1,,,,1,,
1483,20,1867278,2360666,44928.93439,44928.96214,71131,鍵 - 答え,謎解き。ヒントよって答えが分かる,1,問題を解決するものと同義か,0,,1,,,,1,,
1484,21,1960593,2360666,44928.93439,44928.96214,93311,結婚 - 合金,結婚指輪、アクセサリー,1,SHにないが部分的特徴は捉えている,1,1,1,1,,,1,,SHにないが部分的特徴は捉えている
1485,22,2105045,2360666,44928.93439,44928.96214,144447,思考 - 網,網のように張り巡らす考え方、いくつもの方法,2,NA,0,,2,,,,2,,
1486,23,2162580,2360666,44928.93439,44928.96214,57531,学位 - 橋,次のステップに進むこと、向こう岸に渡ることが似てる。,2,NA,0,,2,,,,2,,
1487,24,2194457,2360666,44928.93439,44928.96214,31871,美術館 - 墓,歴史を知ることができる,1,部分的な特徴が一致,0,,1,,,,1,,
1488,25,2389056,2360666,44928.93439,44928.96214,194594,若者 - 鳥,若い人のことを、「ひよっこ」と揶揄する,1,部分的な特徴が一致,0,,1,,,,1,,
1489,2,66228,42040,44928.94522,44928.96329,44936,鳥 - 飛行機,飛ぶ,2,NA,0,,2,,,,2,,
1490,3,71508,42040,44928.94522,44928.96329,5273,剣 - 拳銃,武器,2,NA,0,,2,,,,2,,
1491,4,77837,42040,44928.94522,44928.96329,6321,みかん - ボール,丸い,1,NA,0,,1,,,,1,,
1492,5,82189,42040,44928.94522,44928.96329,4346,太陽 - 電球,明るい,1,NA,0,,1,,,,1,,
1493,6,116052,42040,44928.94522,44928.96329,33854,紙 - 葉っぱ,薄い,1,NA,0,,1,,,,1,,
1494,7,420392,42040,44928.94522,44928.96329,304334,山頂 - 針,とがり,1,尖ってはいない。と借りがあるのは部分だと思う。,0,,1,,,,2,,とがりは尖っていると判断した（2023/2/18）
1495,8,466765,42040,44928.94522,44928.96329,46365,道 - 川,渡る,2,移動するの亜種か,0,,2,,,,2,,
1496,9,537204,42040,44928.94522,44928.96329,70432,愛 - 薬物,依存,2,"2点とした（1→2, v3）",0,,2,,,,2,,
1497,10,553380,42040,44928.94522,44928.96329,16170,山 - 障害物,登る,0,障害物は登らない,1,1,0,0,0,0,0,,障害物は登らない
1498,11,568429,42040,44928.94522,44928.96329,15034,輪っか - ネックレス,丸い,2,NA,0,,2,,,,2,,
1499,12,585197,42040,44928.94522,44928.96329,16761,孤独 - 砂漠,寂しい,1,NA,0,,1,,,,1,,
1500,13,592248,42040,44928.94522,44928.96329,7046,なぞなぞ - 迷宮,解く,2,解決できると同義; SHにない,0,,2,,,,2,,
1501,14,631750,42040,44928.94522,44928.96329,39497,時間 - 川,さかのぼる,1,必ずしも遡らない,0,,1,,,,1,,
1502,15,870590,42040,44928.94522,44928.96329,238835,会社 - 木,育てる,1,一般的な回答かはわからない,0,,1,,,,1,,
1503,16,911421,42040,44928.94522,44928.96329,40825,酒場 - 教会,人が集まる,2,NA,0,,2,,,,2,,
1504,17,934524,42040,44928.94522,44928.96329,23098,理論 - 建物,立てる,0,成り立つではないので、一般的すぎる（建つなら別）,0,,0,,,,0,,
1505,18,979781,42040,44928.94522,44928.96329,45251,ダイヤモンド - 雪片,見た目,1,形が似ていると同義か,0,,1,,,,1,,
1506,19,1106368,42040,44928.94522,44928.96329,126563,記憶 - 牢獄,溢れる,1,SHにないが、部分的な共通点がある,0,,1,,,,1,,
1507,20,1130392,42040,44928.94522,44928.96329,24019,鍵 - 答え,解く,1,NA,0,,1,,,,1,,
1508,21,1258196,42040,44928.94522,44928.96329,127798,結婚 - 合金,金,0,合金の同語反復,1,1,0,0,0,0,0,,合金の同語反復
1509,22,1306181,42040,44928.94522,44928.96329,47979,思考 - 網,解く,1,解くは新規項目,0,,1,,,,1,,
1510,23,1514918,42040,44928.94522,44928.96329,208733,学位 - 橋,高い,1,NA,0,,1,,,,1,,
1511,24,1528342,42040,44928.94522,44928.96329,13415,美術館 - 墓,建てる,1,NA,0,,1,,,,1,,
1512,25,1557911,42040,44928.94522,44928.96329,29564,若者 - 鳥,羽ばたく,2,NA,0,,2,,,,2,,
1513,2,30797,1534032,44928.96546,44928.96786,19489,鳥 - 飛行機,飛んでいる,2,NA,0,,2,,,,2,,
1514,3,38934,1534032,44928.96546,44928.96786,8133,剣 - 拳銃,人を殺す道具,1,NA,0,,1,,,,1,,
1515,4,43636,1534032,44928.96546,44928.96786,4698,みかん - ボール,丸い,1,NA,0,,1,,,,1,,
1516,5,48780,1534032,44928.96546,44928.96786,5140,太陽 - 電球,明るい,1,NA,0,,1,,,,1,,
1517,6,53023,1534032,44928.96546,44928.96786,4240,紙 - 葉っぱ,薄い,1,NA,0,,1,,,,1,,
1518,7,59780,1534032,44928.96546,44928.96786,6754,山頂 - 針,尖っている,2,NA,0,,2,,,,2,,
1519,8,67369,1534032,44928.96546,44928.96786,7586,道 - 川,長い,1,NA,0,,1,,,,1,,
1520,9,77857,1534032,44928.96546,44928.96786,10484,愛 - 薬物,魅力,1,KHにはない,1,1,1,1,,,1,,KHにはない
1521,10,81428,1534032,44928.96546,44928.96786,3567,山 - 障害物,邪魔,2,NA,0,,2,,,,2,,
1522,11,88070,1534032,44928.96546,44928.96786,6638,輪っか - ネックレス,アクセサリー,0,輪っかはアクセサリーではない,0,,0,,,,0,,
1523,12,94707,1534032,44928.96546,44928.96786,6633,孤独 - 砂漠,一人,2,NA,0,,2,,,,2,,
1524,13,99939,1534032,44928.96546,44928.96786,5227,なぞなぞ - 迷宮,悩む,1,NA,0,,1,,,,1,,
1525,14,114453,1534032,44928.96546,44928.96786,14510,時間 - 川,続く,1,連続すると同義,1,1,1,1,,,1,,連続すると同義
1526,15,124454,1534032,44928.96546,44928.96786,9997,会社 - 木,支えてくれる,1,強い基盤/土台を持つと同じか？; SHにない,0,,1,,,,1,,
1527,16,130058,1534032,44928.96546,44928.96786,5601,酒場 - 教会,癒される,1,NA,1,1,1,1,,,1,,NA
1528,17,146695,1534032,44928.96546,44928.96786,16632,理論 - 建物,芯がある,1,基盤と同型だが、適切差が一段劣る,0,,1,,,,1,,
1529,18,149786,1534032,44928.96546,44928.96786,3086,ダイヤモンド - 雪片,綺麗,1,NA,0,,1,,,,1,,
1530,19,156369,1534032,44928.96546,44928.96786,6577,記憶 - 牢獄,怖い,0,記憶は怖いか、片方だけ,0,,0,,,,0,,
1531,20,161169,1534032,44928.96546,44928.96786,4796,鍵 - 答え,解決,1,NA,0,,1,,,,1,,
1532,21,167300,1534032,44928.96546,44928.96786,6127,結婚 - 合金,合わさる,2,NA,0,,2,,,,2,,
1533,22,179863,1534032,44928.96546,44928.96786,12559,思考 - 網,引っかかる,1,絡まると同義か,0,,1,,,,1,,
1534,23,193509,1534032,44928.96546,44928.96786,13642,学位 - 橋,繋がる,2,NA,0,,2,,,,2,,
1535,24,200601,1534032,44928.96546,44928.96786,7088,美術館 - 墓,芸術,1,芸術的な墓があるのは事実,0,,1,,,,1,,
1536,25,205059,1534032,44928.96546,44928.96786,4453,若者 - 鳥,羽ばたく,2,NA,0,,2,,,,2,,
1537,2,27639,120691,44928.84183,44928.84622,11283,鳥 - 飛行機,空を飛ぶ。,2,NA,0,,2,,,,2,,
1538,3,36671,120691,44928.84183,44928.84622,9025,剣 - 拳銃,危害を与える。,1,NA,0,,1,,,,1,,
1539,4,46081,120691,44928.84183,44928.84622,9403,みかん - ボール,丸い形をしている。,1,NA,0,,1,,,,1,,
1540,5,58045,120691,44928.84183,44928.84622,11959,太陽 - 電球,発光する。,2,発光する=光を放つ,0,,2,,,,2,,
1541,6,67085,120691,44928.84183,44928.84622,9034,紙 - 葉っぱ,薄く軽い。,1,NA,0,,1,,,,1,,
1542,7,83053,120691,44928.84183,44928.84622,15966,山頂 - 針,角度が鋭い。,1,鋭いと同義,0,,1,,,,1,,
1543,8,99571,120691,44928.84183,44928.84622,16511,道 - 川,人やモノを運ぶ。,2,ものを運ぶ場所という点で交通路の亜種か,0,,2,,,,2,,
1544,9,110080,120691,44928.84183,44928.84622,10503,愛 - 薬物,癒す。,1,KHにはない,0,,1,,,,1,,
1545,10,122177,120691,44928.84183,44928.84622,12089,山 - 障害物,越えるべきもの。,2,NA,0,,2,,,,2,,
1546,11,138267,120691,44928.84183,44928.84622,16083,輪っか - ネックレス,円状。,2,NA,0,,2,,,,2,,
1547,12,151800,120691,44928.84183,44928.84622,13524,孤独 - 砂漠,乾いている。,0,乾いたは孤独側の特徴,0,,0,,,,0,,
1548,13,165360,120691,44928.84183,44928.84622,13555,なぞなぞ - 迷宮,簡単に解けない。,1,"挑戦的, 複雑だと同義か",0,,1,,,,1,,
1549,14,172630,120691,44928.84183,44928.84622,7264,時間 - 川,流れるもの。,2,NA,0,,2,,,,2,,
1550,15,185011,120691,44928.84183,44928.84622,12372,会社 - 木,たくさんの個体が集まってできたもの。,1,SHにはないが,0,,1,,,,1,,
1551,16,196906,120691,44928.84183,44928.84622,11889,酒場 - 教会,心を癒す存在。,1,NA,1,1,1,1,,,1,,NA
1552,17,211970,120691,44928.84183,44928.84622,15058,理論 - 建物,ストラクチャが重要なもの。,2,構造が重要と同義,0,,2,,,,2,,
1553,18,221225,120691,44928.84183,44928.84622,9241,ダイヤモンド - 雪片,形状が似ている。,1,NA,0,,1,,,,1,,
1554,19,240306,120691,44928.84183,44928.84622,19075,記憶 - 牢獄,捉えて離さない。,2,囚われると同義か,0,,2,,,,2,,
1555,20,258847,120691,44928.84183,44928.84622,18531,鍵 - 答え,それをもって内部に入る。,1,開くと同義か,0,,1,,,,1,,
1556,21,278994,120691,44928.84183,44928.84622,20140,結婚 - 合金,合わさったもの。,2,NA,0,,2,,,,2,,
1557,22,327970,120691,44928.84183,44928.84622,48969,思考 - 網,幾層にもなって成り立っているもの。,1,複数そうをなすは初,1,2,1,0,2,2,2,,複数そうをなすは初→合議の末2とした
1558,23,337346,120691,44928.84183,44928.84622,9371,学位 - 橋,乗り越えるべきもの。,1,すべての橋が乗り越えるべきではないが、当てはまる,0,,1,,,,1,,
1559,24,368487,120691,44928.84183,44928.84622,31138,美術館 - 墓,保存するところ。,2,物の状態を保存する,0,,2,,,,2,,
1560,25,377431,120691,44928.84183,44928.84622,8941,若者 - 鳥,飛び立つもの。,2,NA,0,,2,,,,2,,
1561,2,44330,201371,44928.96694,44928.97178,25557,鳥 - 飛行機,羽があって飛ぶ,2,NA,0,,2,,,,2,,
1562,3,62620,201371,44928.96694,44928.97178,18287,剣 - 拳銃,相手を攻撃する,1,NA,0,,1,,,,1,,
1563,4,68461,201371,44928.96694,44928.97178,5838,みかん - ボール,丸い,1,NA,0,,1,,,,1,,
1564,5,77534,201371,44928.96694,44928.97178,9070,太陽 - 電球,明るい,1,NA,0,,1,,,,1,,
1565,6,86528,201371,44928.96694,44928.97178,8992,紙 - 葉っぱ,薄い,1,NA,0,,1,,,,1,,
1566,7,98753,201371,44928.96694,44928.97178,12223,山頂 - 針,尖っている,2,NA,0,,2,,,,2,,
1567,8,114058,201371,44928.96694,44928.97178,15303,道 - 川,長い,1,NA,0,,1,,,,1,,
1568,9,124667,201371,44928.96694,44928.97178,10607,愛 - 薬物,中毒性がある,2,NA,0,,2,,,,2,,
1569,10,135036,201371,44928.96694,44928.97178,10368,山 - 障害物,険しい,1,NA,0,,1,,,,1,,
1570,11,156455,201371,44928.96694,44928.97178,21416,輪っか - ネックレス,輪っか,2,NA,0,,2,,,,2,,
1571,12,170760,201371,44928.96694,44928.97178,14303,孤独 - 砂漠,飢える,0,飢えるは孤独側の特徴,0,,0,,,,0,,
1572,13,180689,201371,44928.96694,44928.97178,9927,なぞなぞ - 迷宮,考える,1,部分的には正しいので; SHにはない,0,,1,,,,1,,
1573,14,191667,201371,44928.96694,44928.97178,10975,時間 - 川,流れる,2,NA,0,,2,,,,2,,
1574,15,226727,201371,44928.96694,44928.97178,35058,会社 - 木,枝分かれしている,2,分岐していると同義,0,,2,,,,2,,
1575,16,237647,201371,44928.96694,44928.97178,10918,酒場 - 教会,人が集まる,2,NA,0,,2,,,,2,,
1576,17,269237,201371,44928.96694,44928.97178,31587,理論 - 建物,構築されている,2,NA,0,,2,,,,2,,
1577,18,288166,201371,44928.96694,44928.97178,18927,ダイヤモンド - 雪片,きれい,1,NA,0,,1,,,,1,,
1578,19,300472,201371,44928.96694,44928.97178,12303,記憶 - 牢獄,捕らわれる,2,NA,0,,2,,,,2,,
1579,20,339349,201371,44928.96694,44928.97178,38875,鍵 - 答え,開く,1,NA,0,,1,,,,1,,
1580,21,356182,201371,44928.96694,44928.97178,16832,結婚 - 合金,硬い,1,NA,1,1,1,1,,,1,,NA
1581,22,365647,201371,44928.96694,44928.97178,9462,思考 - 網,絡み合う,1,NA,0,,1,,,,1,,
1582,23,388657,201371,44928.96694,44928.97178,23008,学位 - 橋,コツコツ積み上げる,1,NA,0,,1,,,,1,,
1583,24,395738,201371,44928.96694,44928.97178,7079,美術館 - 墓,静か,1,NA,0,,1,,,,1,,
1584,25,413820,201371,44928.96694,44928.97178,18080,若者 - 鳥,行き良いがある,0,意味不明,0,,0,,,,0,,
1585,2,25244,4096953,44928.96764,44928.97248,12135,鳥 - 飛行機,飛行するもの,2,NA,0,,2,,,,2,,
1586,3,44624,4096953,44928.96764,44928.97248,19367,剣 - 拳銃,攻めるもの,1,NA,0,,1,,,,1,,
1587,4,50512,4096953,44928.96764,44928.97248,5885,みかん - ボール,丸いもの,1,NA,0,,1,,,,1,,
1588,5,57734,4096953,44928.96764,44928.97248,7220,太陽 - 電球,明るいもの,1,NA,1,1,1,1,,,1,,NA
1589,6,63562,4096953,44928.96764,44928.97248,5825,紙 - 葉っぱ,薄いもの,1,NA,1,1,1,1,,,1,,NA
1590,7,71092,4096953,44928.96764,44928.97248,7528,山頂 - 針,とがったもの,2,NA,1,2,2,1,,,2,,NA
1591,8,82259,4096953,44928.96764,44928.97248,11166,道 - 川,長いもの,1,NA,0,,1,,,,1,,
1592,9,94836,4096953,44928.96764,44928.97248,12575,愛 - 薬物,依存するもの,2,"2点とした（1→2, v3）",0,,2,,,,2,,
1593,10,112019,4096953,44928.96764,44928.97248,17181,山 - 障害物,頑張らないと乗り越えられないもの,2,NA,0,,2,,,,2,,
1594,11,132321,4096953,44928.96764,44928.97248,20300,輪っか - ネックレス,吊り下げることができるもの,1,NA,0,,1,,,,1,,
1595,12,142431,4096953,44928.96764,44928.97248,10108,孤独 - 砂漠,さみしいもの,1,NA,0,,1,,,,1,,
1596,13,157363,4096953,44928.96764,44928.97248,14930,なぞなぞ - 迷宮,じっくり考えないと分からないもの,2,解決できると同義; SHにない,0,,2,,,,2,,
1597,14,176076,4096953,44928.96764,44928.97248,18711,時間 - 川,無限に続くもの,1,連続すると同義,0,,1,,,,1,,
1598,15,201824,4096953,44928.96764,44928.97248,25746,会社 - 木,時間をかけて成長するもの,1,NA,0,,1,,,,1,,
1599,16,212594,4096953,44928.96764,44928.97248,10768,酒場 - 教会,人が集まる場所,2,NA,0,,2,,,,2,,
1600,17,256731,4096953,44928.96764,44928.97248,44136,理論 - 建物,しっかりと考えるもの,1,アイデアから生まれる,0,,1,,,,1,,
1601,18,269706,4096953,44928.96764,44928.97248,12972,ダイヤモンド - 雪片,光り輝く物体,1,NA,0,,1,,,,1,,
1602,19,307679,4096953,44928.96764,44928.97248,37961,記憶 - 牢獄,はっきりとしないもの,0,牢獄ははっきりいている,0,,0,,,,0,,
1603,20,321839,4096953,44928.96764,44928.97248,14158,鍵 - 答え,しっかり合わないと意味がないもの,1,SHにないが部分的特徴を捉えている,0,,1,,,,1,,
1604,21,332309,4096953,44928.96764,44928.97248,10468,結婚 - 合金,おめでたいもの,1,一般性は欠くが部分的な特徴を共有している,0,,1,,,,1,,
1605,22,375171,4096953,44928.96764,44928.97248,42860,思考 - 網,無限に続いていくもの,0,あみは無限には続かない,0,,0,,,,0,,
1606,23,386076,4096953,44928.96764,44928.97248,10902,学位 - 橋,高い位置にあるもの,1,NA,1,,1,,,,1,,
1607,24,392788,4096953,44928.96764,44928.97248,6710,美術館 - 墓,静かな場所,1,NA,0,,1,,,,1,,
1608,25,415798,4096953,44928.96764,44928.97248,23008,若者 - 鳥,せわしなく動くもの,1,NA,0,,1,,,,1,,
1609,2,42181,2864442,44928.96649,44928.97341,13562,鳥 - 飛行機,翼があり空を飛ぶ,2,NA,0,,2,,,,2,,
1610,3,72650,2864442,44928.96649,44928.97341,30462,剣 - 拳銃,人が使用する武器でありもの・生物を傷つける,2,抽象的な概念についての説明がある,0,,2,,,,2,,
1611,4,79991,2864442,44928.96649,44928.97341,7334,みかん - ボール,丸みがある,1,NA,0,,1,,,,1,,
1612,5,91575,2864442,44928.96649,44928.97341,11580,太陽 - 電球,光る。丸みがある,2,上位概念についての言及がある,0,,2,,,,2,,
1613,6,109235,2864442,44928.96649,44928.97341,17654,紙 - 葉っぱ,薄い。,1,NA,0,,1,,,,1,,
1614,7,118325,2864442,44928.96649,44928.97341,9086,山頂 - 針,とがっている,2,NA,0,,2,,,,2,,
1615,8,146107,2864442,44928.96649,44928.97341,27775,道 - 川,人か水かはわかれるが何等かの流れが作り出したもの,1,NA,0,,1,,,,1,,
1616,9,181786,2864442,44928.96649,44928.97341,35670,愛 - 薬物,一度手をだしたら抜け出すのが難しい,2,"2点とした（1→2, v3）",0,,2,,,,2,,
1617,10,198813,2864442,44928.96649,44928.97341,17009,山 - 障害物,乗り越えるまたは迂回する必要があるもの,2,乗り越えるが上位概念,0,,2,,,,2,,
1618,11,222501,2864442,44928.96649,44928.97341,23678,輪っか - ネックレス,つながっている,1,NA,0,,1,,,,1,,
1619,12,236544,2864442,44928.96649,44928.97341,14033,孤独 - 砂漠,広陵とした感じが,1,広陵は広いと同義,0,,1,,,,1,,
1620,13,267851,2864442,44928.96649,44928.97341,31297,なぞなぞ - 迷宮,答えにたどり着くのが難しい,2,解決できると同義か; SHにはない,0,,2,,,,2,,
1621,14,271534,2864442,44928.96649,44928.97341,3677,時間 - 川,流れるもの,2,NA,0,,2,,,,2,,
1622,15,306756,2864442,44928.96649,44928.97341,35202,会社 - 木,組織の編成が似ている。葉は社員、幹は幹部のような,2,階層構造に言及している;,0,,2,,,,2,,
1623,16,314069,2864442,44928.96649,44928.97341,7308,酒場 - 教会,人が集う所,2,NA,0,,2,,,,2,,
1624,17,320484,2864442,44928.96649,44928.97341,6407,理論 - 建物,構築するもの,2,NA,0,,2,,,,2,,
1625,18,334607,2864442,44928.96649,44928.97341,14103,ダイヤモンド - 雪片,結晶が綺麗,2,NA,0,,2,,,,2,,
1626,19,341078,2864442,44928.96649,44928.97341,6460,記憶 - 牢獄,捕らわれるもの,2,NA,0,,2,,,,2,,
1627,20,420532,2864442,44928.96649,44928.97341,79439,鍵 - 答え,鍵には鍵穴、答えには問というように対になるものが存在する,1,ついになるものが存在するは部分的特徴を捉えている,0,,1,,,,1,,
1628,21,441198,2864442,44928.96649,44928.97341,20655,結婚 - 合金,２つ以上のものが一緒になる,2,NA,0,,2,,,,2,,
1629,22,452543,2864442,44928.96649,44928.97341,11337,思考 - 網,ネットワークのようなもの,2,v3で変更(1→2),0,,2,,,,2,,
1630,23,491035,2864442,44928.96649,44928.97341,38474,学位 - 橋,少しづつ前に進んで到達することができるもの,2,NA,0,,2,,,,2,,
1631,24,548348,2864442,44928.96649,44928.97341,57288,美術館 - 墓,人が訪れるもの,1,部分的特徴が一致する,0,,1,,,,1,,
1632,25,595920,2864442,44928.96649,44928.97341,47565,若者 - 鳥,若者は未来へ、鳥は大空へ羽ばたくことができる,2,NA,0,,2,,,,2,,
1633,2,29288,3124577,44928.9706,44928.97461,16946,鳥 - 飛行機,空を飛ぶ,2,NA,0,,2,,,,2,,
1634,3,37864,3124577,44928.9706,44928.97461,8574,剣 - 拳銃,武器,2,NA,0,,2,,,,2,,
1635,4,45208,3124577,44928.9706,44928.97461,7341,みかん - ボール,丸い,1,NA,0,,1,,,,1,,
1636,5,51152,3124577,44928.9706,44928.97461,5942,太陽 - 電球,明るい,1,NA,0,,1,,,,1,,
1637,6,56552,3124577,44928.9706,44928.97461,5398,紙 - 葉っぱ,薄い,1,NA,0,,1,,,,1,,
1638,7,67289,3124577,44928.9706,44928.97461,10734,山頂 - 針,尖っている,2,NA,0,,2,,,,2,,
1639,8,72000,3124577,44928.9706,44928.97461,4710,道 - 川,長い,1,NA,0,,1,,,,1,,
1640,9,81897,3124577,44928.9706,44928.97461,9893,愛 - 薬物,嵌る,2,"2点とした（1→2, v3）",0,,2,,,,2,,
1641,10,100377,3124577,44928.9706,44928.97461,18478,山 - 障害物,行く手を遮る,2,NA,0,,2,,,,2,,
1642,11,116993,3124577,44928.9706,44928.97461,16614,輪っか - ネックレス,輪状,2,NA,0,,2,,,,2,,
1643,12,145209,3124577,44928.9706,44928.97461,28214,孤独 - 砂漠,絶望,2,SHにない,0,,2,,,,2,,
1644,13,152585,3124577,44928.9706,44928.97461,7374,なぞなぞ - 迷宮,判らない,2,解決できると同義; SHにない,1,1,2,0,2,2,2,,解決できると同義; SHにない
1645,14,156889,3124577,44928.9706,44928.97461,4301,時間 - 川,流れる,2,NA,0,,2,,,,2,,
1646,15,164857,3124577,44928.9706,44928.97461,7966,会社 - 木,育つ,1,NA,0,,1,,,,1,,
1647,16,184561,3124577,44928.9706,44928.97461,19702,酒場 - 教会,人混み,1,人が集うところだけれど、着眼点がずれている,1,1,1,1,,,1,,人が集うところだけれど、着眼点がずれている
1648,17,202745,3124577,44928.9706,44928.97461,18183,理論 - 建物,建てる,1,部分的に正しい,0,,1,,,,1,,
1649,18,210097,3124577,44928.9706,44928.97461,7350,ダイヤモンド - 雪片,奇麗,1,NA,0,,1,,,,1,,
1650,19,224337,3124577,44928.9706,44928.97461,14238,記憶 - 牢獄,閉じ込める,2,NA,0,,2,,,,2,,
